sentence,length
oñ noa kpai amo̩mawñ e̩ne̩ke̩le̩ kpai o̩yawñ kpai amo̩ya amo̩mawñ le tef o̩ko̩ le̩ todu uwobi omi,97
ame̩la abe̩re̩me̩le̩ hiolo kpai ame̩la abe̩re̩me̩le̩ ki ma de̩hio̩lo n kpai ame̩we̩ kpai e̩wñ du ki afa ane̩,108
ma le tef o̩ko̩ ugbo noa eji eji o̩ko̩ kpai ole alu ko̩jo̩ ñwa ñwu noa,70
oñ i lewatu ab o̩jo̩ mebie jo̩ uwobi omi la bane̩ile̩ ma,56
ef o̩do̩ udeju noa eulo̩gwa le̩ ochu ekeji o̩jo̩ e̩ke̩gwebie ochu le̩ o̩jo̩ le̩ gbage̩de̩ e̩bi omi o̩lulu mukpo̩fo̩ ope ojale la muchite̩,137
oñ omi ojale gulo̩ bane̩ile̩ ma o̩jo̩ o̩gbo̩ meji kpai odu o̩gbo̩ meji,70
o̩jo̩ le̩ gbage̩de̩ oñ noa kpai she̩m kpai ham kpai jefe̩t amo̩ma noa le̩ kpai o̩ya noa kpai amo̩ya amo̩mawñ me̩ta kpai ama le̩ tef o̩ko̩,137
ama kpai uche̩uche̩ ame̩wñ iñmi okoke du kpai ame̩la abe̩re̩me̩le̩ du uche̩uche̩ma kpai e̩wñ du ki afa owñ cheki afa ane̩ile̩i uche̩uche̩ma kpai uche̩uche̩ ame̩we̩ du e̩we̩ ojoji ojoji okoke du,193
oñ ma le tef o̩ko̩ ugbo noa owñ chejeji o̩re̩la du ekafu iñmi defuma,68
oñ abo ku ma to̩ cho̩ko̩ kpai ole kwef o̩re̩la du alu ko̩jo̩ ñwa ñw u taku jihofa fo̩na re nyu,94
uwobi omi le̩ bane̩ile̩ ma o̩jo̩ o̩gbo̩ meji omiwñ la nana nyo̩gba oñ i do̩ko̩ kwane̩ oñ i kwane̩ tate̩ ñw ane̩ile̩,115
tak omi le̩ fukpahiu che i la nana nyo̩gba ololo bane̩ile̩ ma oñ o̩ko̩ le̩ neju omi,83
omi le̩ laño̩ fukpahiu che ololo bane̩ile̩ ma tak omi luwo du ki gbo̩gba ki do̩gane̩ efojale chaka oji,102
omi le̩ chukpahiu nyate̩ ohiba me̩gwe̩lu oñ i luwo du oji,57
tak ore̩la du ki achiche̩ ane̩ile̩i miñmi da tame̩we̩ tame̩la abe̩re̩me̩le̩ tame̩wñ iñmi oko te̩wñ du ki afa eki afa ane̩ile̩i kpai one̩ okoke du,145
edu kafu iñmi def iñmo̩wñ edu ki de̩ ane̩ e̩gbe̩ leku,53
oñ i fe̩wñ du ki deju ane̩ kpalu tone̩ tame̩la abe̩re̩me̩le̩ tame̩wñ ki afa tame̩we̩ ojale ma la fu kpalu bane̩ile̩ te̩ oñ i bo̩ noa kate kpai abo ku ma jugbowñ ef o̩ko̩ le̩,173
oñ omi le̩ fukpahiu che bane̩ile̩i ma o̩jo̩ oli me̩ta,53
omi wobi te̩,12
ibe o̩jo̩ la chekado noa kpai ame̩wñ iñmi oko du kpai ame̩la abe̩re̩me̩le̩ du ku ma jef o̩ko̩ le̩ ugbowñ tak o̩jo̩ je̩ ñw afu ju bane̩ile̩ ma oñ omi le̩ chane̩ edu,163
e̩bi omi o̩lulu le̩ kpai ope efojale ño̩ re ge̩ oñ ma fomi ojale ba,67
tak omi mudabi bane̩ile̩ te̩ alo waa ab o̩jo̩ oli me̩ta jo̩ omi le̩ ño̩ adabu waa,81
oñ o̩ko̩ le̩ kwotane̩ oj uwo ararat ochu ekebie o̩jo̩ e̩ke̩gwebie ochu le̩,74
oñ omi le̩ dabu alo waa gbogbo wochu e̩ke̩gwa ochu e̩ke̩gwa o̩jo̩ ejodudu ochu le̩ ma li oj uwo oj uwo,102
oñ i lewatu ab o̩jo̩ o̩gbo̩ meji jo̩ noa mope o̩ko̩ ki che le̩ bi,65
tak i je̩ ñw o̩tagalama le dufu oñ ele̩ te̩ alelo lewa gbogbo tak omi gbe̩ bane̩ile̩ te̩,88
oñ i je̩ ñw ikede kwugbowñ dufu to̩do̩da ki go abe̩k omi du beju ane̩ te̩ abe̩k i du n,86
ikede le̩ la luña ki adu e̩re̩wñ tane̩ n tak i mudabi tugbowñ ef o̩ko̩ todu omi le̩ beju o̩gbo̩ ane̩ile̩ du ma ta tak i no̩wo̩wñ dala dufu oñ i mu du oñ i mowñ du wejefu ugbowñ ef o̩ko̩,185
oñ i ño̩ je̩ o̩jo̩ mebie omune̩ tak i dabi je̩ ñw ikede le̩ kwef o̩ko̩ dufu,75
e̩gba ane̩ ikede le̩ la mudabi wejefu ugbowñ me̩ la go eñmi oli o̩lif ki chi jaluwñ abe̩le̩ noa ma ka komi du bane̩ile̩ te̩ me̩,127
oñ i ño̩ je̩ o̩jo̩ mebie omune̩ ge̩ tak i je̩ ñw ikede le̩ le dufu i laño̩ dabi wugbowñ ge̩ n,93
oñ i lewatu o̩do̩ ulo̩gwa nyokeka ochu ejodudu o̩jo̩ ejodudu ochu le̩ omi le̩ gbe̩ bane̩ile̩ te̩ taki noa moji o̩ko̩ chi oñ i go me̩ la go eju ane̩ile̩ gbe̩ te̩,160
oñ ef ochu ekeji o̩jo̩ ogu nyoke mebie ochu le̩ ane̩ile̩ che̩ gbe̩ te̩,70
tak o̩jo̩ ka ñwu noa kakini,27
kwef o̩ko̩ dufu uwe̩ kpai o̩yawe̩ kpai amo̩mawe̩ e̩ne̩ke̩le̩ kpai amo̩ya amo̩mawe̩ manyuwe̩,91
ame̩wñ iñmi du ki cho̩re̩la ki dugbowe̩ tame̩we̩ tame̩la abe̩re̩me̩le̩ tame̩wñ ki afa eki afa ane̩ile̩i e̩ nako dufu kpai uwe̩ ku ma ki rabi ane̩ile̩ ku ma la bi o̩ma ku ma ño̩ wewe nyo̩gba ane̩ile̩,198
taki noa ledufu kpai amo̩mawñ kpai o̩yawñ kpai amo̩ya amo̩mawñ manyowñ,70
ame̩wñ iñmi okoke du e̩wñ ki afa okoke du kpai e̩we̩ okoke du e̩wñ du ki achiche̩ ane̩ile̩ kwef o̩ko̩ dufu uche̩uche̩,117
taki noa fubo̩ iche̩bo̩ ne ñwu jihofa oñ i chi kwef ame̩la abe̩re̩me̩le̩ ki de̩hiolo okoke du kpai kwef ame̩we̩ hiolo okoke du tak i mu ko wa chiche̩bo̩ e̩gujo oj ubo̩ le̩,171
jihofa la gbo̩ ekpo ki akpo taki jihofa ka ef e̩do̩wñ kakini u ñanama ñw ane̩ todu one̩ ge̩ n todabu kaye e̩do̩ one̩ che̩bie̩ne̩ kwo o̩jo̩ imo̩to̩wñ u ñadabi kpa ame̩wñ iñmi du alu ku chei ge̩ n,194
gbogbo wiko kane̩ile̩ kade adiko e̩yo̩ e̩wñ egbe̩ kpai adiko e̩wñ eja wunyi kpai afu kpai olu kpai o̩lo̩ji kpai uwo kpai o̩ro̩ka kpai odu ñada ge̩ n,148
o̩jo̩ kpalo kpai noa,20
tak o̩jo̩ de̩nyo̩ ñwu noa kpai amo̩mawñ e̩ne̩ke̩le̩ oñ i ka ñwu ma kakini me̩ ki bi o̩ma ku me̩ wewe nyo̩gba ku me̩ ko̩ ile̩i,125
e̩gahime̩ kpai ailome̩ amame̩wñ iñmi okoke du ile̩i kpai e̩we̩ ojale okoke ama kpai e̩wñ du ki afa ane̩ kpai ame̩ja ef ohimini abadi du ma muma ko jef o̩wo̩me̩,159
e̩wñ du ki achiche̩ ki añmiñmi achuje̩wñ todu me̩ dabalu ke̩wñ oko emimi de̩ abe̩le̩ omi mo̩chaka e̩wñ du ko ñwu me̩ me̩,120
me̩ ki muda je̩ o̩re̩la manyu onugo iñmiwñ n owñ che̩bie̩wñ,59
e̩bie̩me̩ eonugo iñmime̩ omi atene chuu o̩wo̩ e̩la du natene owñ kpai o̩wo̩ one̩ ugbo o̩wo̩ o̩maye one̩ pitii natene onugo iñmi one̩,132
e̩ne̩ du ki ade̩bie̩ one̩ dafo lugbo one̩ ma ade̩bie̩ e̩ne̩ le̩ dafo todu o̩jo̩ che one̩ ojibo owñ,98
ame̩ me̩ nabi o̩ma ku me̩ wewe nyo̩gba me̩ ki fo̩ji ile̩i ku me̩ wewe nyo̩gba efuwñ,83
tak o̩jo̩ ko̩la ñwu noa kpai amo̩mawñ e̩ne̩ke̩le̩ kpai owñ i kakini,67
me̩ go omi akpalomi kpai ame̩ kpai amugbe̩me̩ ubime̩ ge̩,56
kpai onugo e̩wñ du ki deju ki jugbome̩ le̩ ame̩we̩ kpai ame̩la abe̩re̩me̩le̩ kpai ame̩wñ iñmi ile̩i okoke du manyame̩ edu ki kwef o̩ko̩i dufu owñ chame̩wñ iñmi ane̩ile̩i okoke du,178
nakpalomi kpai ame̩ uwobi omi ñakpo̩re̩la du rinyo̩ ge̩ n uwobi omi lañado̩mo̩ ki akpa ane̩ile̩ bie̩ ge̩ n,106
oñ o̩jo̩ kakini ekide̩ chujiwe alo ku nakpe̩ ki dagbagba omi kpai ame̩ onugo kpai ame̩wñ iñmi du ki jugbome̩ le̩ tod abo o̩gba no̩gba gbogbo alo,144
omi adu o̩bami tef akpa i ado̩mo̩ todu ujiwe alo ekpe̩ agbagba omi kpai ane̩ile̩,80
oñ i awatu e̩gba ku nadu akpa wa boji ane̩ile̩ ma ma ali o̩ba ef akpa le̩,73
oñ omi adibekado alomi ku kpe̩ eki dagbagba omi kpai ame̩ kpai onugo ame̩wñ iñmi du ki cho̩re̩la omi ñawobi ki akpa o̩re̩la du bie̩ ge̩ n,137
o̩ba le̩ adef akpa tak omi onugo ago ku nadibekado aloekpe̩ eogbegbele̩ ki dagbagba o̩jo̩ kpai onugo ame̩wñ iñmi du ki cho̩re̩la owñ chedu ki dane̩ile̩,151
tak o̩jo̩ ka ñwu noa kakini ekide̩ chujiwe alo komi kpe̩ agbagba omi kpai o̩re̩la du ki jane̩ile̩,97
noa kpai omi achiwebe̩te̩ma le̩,31
amo̩ma e̩ne̩ke̩le̩ enoa ku ma kwef o̩ko̩ le̩ dufu la che she̩m kpai ham kpai jefe̩t ham la chata kenan,102
ama me̩ta le̩ chamo̩ma e̩ne̩ke̩le̩ enoa kwef ama me̩ta le̩ oñ amone̩ che̩kpatuka bo̩gbo̩ ane̩ile̩ ma chakai,107
taku noa chane̩ eluche̩ i fuche̩ achiwebe̩te̩ma lo,50
oñ ifomiwñ ñmo̩ i la fu mu oñ ukpowñ mutu jane̩ ef unyabowñ,59
taku ham ata kenan fago ofo atawñ li oñ i mudu ka ñw amo̩mayewñ meji o̩do̩da,76
taku she̩m kpai jefe̩t mukpo ubo̩lama ko ma la mu ko nikama meji oñ ma le ubi ubi amu ko bago ofo atama ma ma feju kparugbo omune̩ ma ño̩ li ago ofo atama n,156
oñ noa molu omi achiwebe̩te̩ma le̩ ji tak i ma e̩wñ ko̩mawñ kekele cho,70
tak i kakini,12
ama ki fu kenan mu,18
adu amadu oñ i ache ñw amo̩mayewñ,33
i ño̩ kakini,12
jihofa o̩jo̩ she̩m ki nele,26
kenan ki chaduwñ,16
o̩jo̩ ki je̩ ñwu jefe̩t ki nana,31
ki gugu ef unyabo she̩m,23
kenan ki chaduwñ,16
abu kuwobi omi le̩ le noa ño̩ do̩do̩ oli mebie,46
o̩do̩ noa du la chicham nyoli me̩ta tak i leku,46
amo̩ma noa,10
o̩lo̩pu amo̩ma noa ee̩ne̩ke̩le̩ o̩gba o̩gba de̩ she̩m kpai ham kpai jefe̩t ma ño̩ famo̩ma e̩ne̩ke̩le̩ bi ñwu ma abu kuwobi omi le̩ lale,135
amo̩ma e̩ne̩ke̩le̩ jefe̩t che gome̩r kpai mago̩g kpai madai kpai jafan kpai tubal kpai me̩she̩k kpai tiras,106
oñ amo̩ma e̩ne̩ke̩le̩ gome̩r che ashkenaz kpai rifat kpai togarma,65
amo̩ma e̩ne̩ke̩le̩ jafan la che elisha kpai tarshish kitim kpai dodanim,71
kwef aboi abo o̩lomi kpe̩ jo̩ ojane̩ ojane̩ma e̩ne̩ne̩ne̩ne̩ ne̩ alu kichiwñ alu kakwo̩ra unyi akwo̩ra unyima de̩ ef abo uche̩ichi uche̩ichima,142
amo̩ma e̩ne̩ke̩le̩ ham la che kush kpai mizraim kpai put kpai kenan,67
amo̩ma e̩ne̩ke̩le̩ kush la che seba kpai hafila kpai sabta kpai raama kpai sabte̩ka amo̩ma raama la che shiba kpai dedan,120
kush ño̩ bi nimro̩d owñ chuchane̩ agbiti ane̩ile̩,49
i chagbiti o̩de̩ eju jihofa todule̩ ma kakini dabu nimro̩d ki chagbiti o̩de̩ ede̩ eju jihofa,92
uchane̩ ojane̩wñ la che bebe̩l kpai e̩re̩k kpai akad kpai kalne̩ ojane̩ shainar,79
i kwojane̩ le̩ nyi asiria tak i funyi nine̩fa ko̩ kpai re̩hobo̩tir kpai kala,76
kpai re̩se̩n ki dagbagba nine̩fa kpai kala ele̩ chewo lile le̩,62
mizraim la bi abo lud kpai abo anam kpai abo lehab kpai abo naftuh,66
kpai abo patrus kpai abo kaslu ugbo kabo filistia kwo wa le̩ kpai abo kafto̩r,77
kenan la bi saido̩n o̩mo̩gbawñ kpai he̩t,40
kpai e̩ne̩ je̩bius le̩ kpai e̩ne̩ amo̩r kpai e̩ne̩ girgash,58
kpai e̩ne̩ hifai kpai e̩ne̩ arki kpai e̩ne̩ saini,49
kpai e̩ne̩ arfad kpai e̩ne̩ ze̩mar kpai e̩ne̩ hamat ubile̩ akwo̩ra unyi akwo̩ra unyi abo kenan le̩ kpo̩lama tuka rile̩,118
alo̩me̩ abo kenan le̩ la kwo saido̩n abu ke̩ nyo̩wo̩ gerar gbogbo wa gaza abu ke̩ nyo̩wo̩ so̩do̩m kpai go̩mo̩ra kpai adma kpai ze̩boim gbogbo wa easha,150
aboi chamo̩ma e̩ne̩ke̩le̩ ham akwo̩ra unyi akwo̩ra unyima ichi ichima ojane̩ ojane̩ma ef abo uche̩ichi uche̩ichima,114
taku ma ño̩ bi amo̩ma ñwu she̩m ki chata amo̩ma e̩be̩r chaka she̩m le̩ chacho̩gba jefe̩t,88
amo̩ma e̩ne̩ke̩le̩ she̩m che elam kpai ashur kpai arpaksad kpai lud kpai aram,77
amo̩ma e̩ne̩ke̩le̩ aram la che uz kpai hul kpai ge̩te̩r kpai mash,65
oñ arpaksad bi shela shela la bi e̩be̩r,39
oñ ma bi amo̩ma e̩ne̩ke̩le̩ meji ñw e̩be̩r odu oka ko̩ pe̩le̩g todu ef adikowñ ma file̩ kpe̩ru odu o̩mayewñ la ko̩ jo̩ktan,122
jo̩ktan la bi almodad kpai shele̩f kpai hazarmafe̩t kpai je̩ra,62
kpai hado̩ram kpai uzal kpai dikla,34
kpai obal kpai abimae̩l kpai shiba,34
kpai ofir kpai hafila kpai jo̩bab aboi chaka chamo̩ma e̩ne̩ke̩le̩ ejo̩ktan,74
odoma la te̩ kwo me̩sha abu ke̩ nyo̩wo̩ sefar ane̩ uwo olodudu le̩,66
aboi chamo̩ma e̩ne̩ke̩le̩ eshe̩m akwo̩ra unyi akwo̩ra unyima ichi ichima ojane̩ ojane̩ma abo uche̩ichi uche̩ichima,114
aboi chakwo̩ra unyi akwo̩ra unyi amo̩ma e̩ne̩ke̩le̩ noa o̩gba o̩gbama ef abo uche̩ichi uche̩ichima oñ kwef aboi uche̩ichi uche̩ichi mukpe̩rojane̩ ile̩ abu kuwobi omi le̩ lale,174
o̩do̩go̩ bebe̩l,15
oñ o̩gbo ile̩i du chalu ichi okate uko̩lama la choka,52
tak i lewatu abu ku ma munyabo chi kwo̩wo̩ olodudu awa kama fegbili li ane̩ shainar taku ma kwojo̩ o̩mo̩,104
taku ma ka ñw o̩lama kakini me̩ lewa ka nabo̩ otubeli ka fu ro̩ nyo̩nyo̩ taku ma ne̩ otubeli koji okuta oñ ma ne̩ o̩bia bitume̩n chike̩te̩ ene,142
taku ma kakini me̩ lewa ka kunyi ñw o̩lawa ka newo kpai o̩do̩go̩ kojiwñ ki kad efojale a che ka fodu ne̩ tode̩gba ku ma fuwa kpatuka ro̩do̩da beju o̩gbo̩ ane̩ile̩ du ma,168
taki jihofa gwo̩ru wa ki li ewo kpai o̩do̩go̩ ekamone̩ ne le̩,61
taki jihofa kakini go ma chaboka ichima la choka ge̩ e̩wñ ku ma la chane̩ eche de̩ ta fai e̩wñ du ku ma ñwa ef e̩do̩ma ku ma che i nugbo ku ma akpo̩na nyuma ge̩ n,162
me̩ lewa ka mugwo̩ru nyo̩mo ka falu ichima gwuji todu kama ki we egboji o̩la omune̩,83
abe̩le̩ jihofa fuma kpatuka kwo̩mo̩ ro̩do̩da beju ane̩ile̩ du ma taku ma tewo le̩ no̩ ene,89
todule̩ ma doduwñ ko̩ bebe̩l todabu ki jihofa fichi abile̩ du gwuji o̩mo̩ tak akwo̩mo̩ jihofa fuma kpatuka ro̩do̩da beju ane̩ile̩ du ma,135
akwo she̩m wa ebraham,21
o̩lo̩pu she̩m o̩gba o̩gba le̩ de̩ o̩do̩ she̩m chogume̩lu tak i bi arpaksad abu kuwobi omi le̩ takpa o̩do̩ meji,110
abu ki bi arpaksad she̩m ño̩ deju o̩do̩ oli me̩gwa oñ i bi amo̩ma e̩ne̩ke̩le̩ kpai onobule̩,91
arpaksad deju o̩do̩ ogue̩gwa nyoke me̩lu tak i bi shela,55
abu ki fu shela bi arpaksad ño̩ do̩do̩ ulo̩ko̩ nyoke me̩ta i laño̩ bi amo̩ma e̩ne̩ke̩le̩ kpai onobule̩,102
oñ shela do̩do̩ ogue̩gwa tak i bi e̩be̩r,40
abu ki fe̩be̩r bi shela ño̩ do̩do̩ ulo̩ko̩ nyoke me̩ta i laño̩ bi amo̩ma e̩ne̩ke̩le̩ kpai onobule̩,98
oñ e̩be̩r do̩do̩ ogue̩gwa nyoke me̩le̩ tak i bi pe̩le̩g,55
abu ki fu pe̩le̩g bi e̩be̩r ño̩ do̩do̩ ulo̩ko̩ nyogue̩gwa i laño̩ bi amo̩ma e̩ne̩ke̩le̩ kpai onobule̩,101
oñ pe̩le̩g do̩do̩ ogue̩gwa tak i bi reu,39
abu ki fu re̩u bi pe̩le̩g ño̩ do̩do̩ o̩gwo̩ko̩ nyoke me̩la i laño̩ bi amo̩ma e̩ne̩ke̩le̩ kpai onobule̩,102
oñ reu do̩do̩ ogue̩gwa nyoke meji tak i bi se̩rug,49
abu ki fu se̩rug bi reu ño̩ do̩do̩ o̩gwo̩ko̩ nyoke mebie i laño̩ bi amo̩ma e̩ne̩ke̩le̩ kpai onobule̩,100
oñ se̩rug do̩do̩ ogue̩gwa tak i bi neho̩r,41
abu ki fu neho̩r bi se̩rug ño̩ do̩do̩ o̩gwo̩ko̩ i laño̩ bi amo̩ma e̩ne̩ke̩le̩ kpai onobule̩,91
oñ neho̩r do̩do̩ ogu nyoke me̩la tak i bi te̩ra,47
abu ki fu te̩ra bi neho̩r ño̩ do̩do̩ ogume̩lu nyoke me̩gwe̩la i laño̩ bi amo̩ma e̩ne̩ke̩le̩ kpai onobule̩,105
te̩ra do̩do̩ o̩gbo̩ me̩ta nyoke me̩gwa i la febram kpai neho̩r kpai haran bi,76
o̩lo̩pu te̩ra o̩gba o̩gba la de̩ te̩ra bi ebram kpai neho̩r kpai haran haran la bi lo̩t,87
oñ haran leku do̩gba atawñ te̩ra ane̩ ugbo ku ma jubiwñ ane̩ ur eabo kaldia le̩,79
ebram kpai neho̩r la no̩ya ñw o̩lama odu o̩ya ebram ko̩ se̩rai odu o̩ya nehor la ko milka o̩ma haran ki chata milka kpai ata iska,129
se̩rai la chagaji i no̩ma n,27
taku te̩ra mo̩mawñ ebram du kpai lo̩t o̩ma haran aajuwñ le̩ kpai se̩rai o̩ya o̩mawñ ebram oñ ma kpe̩re̩ kwo ur eabo kaldia dufu ku ma nyojane̩ kenan taku ma lewa haran oñ ma kwojo̩ o̩mo̩,186
oñ o̩do̩ te̩ra cho̩do̩ o̩gwo̩ko̩ nyoke me̩lu taku te̩ra leku haran o̩mo̩,72
inabali ebraham o̩jo̩ fu do̩ ebraham nyi kenan,46
jihofa la ka ñwu ebram me̩ kakini kwojane̩we̩ dufu kpai kwugbo amefuwe̩ kpai kwugbo unyi atawe̩ ke̩ lo tane̩ ku nadu ñuwe̩,122
tak u naduwe̩ che abo uche̩ichi elile oñ nade̩nyo̩ ñw e̩ nache oduwe̩ ki nana uwe̩ ki la mud e̩nyo̩ ñw amone̩,109
u ñade̩nyo̩ ñw abo ku ma kadua ñw e̩ oñ e̩ne̩ ki anama ñw e̩ na nama ñw u oñ efuwe̩ ma ade̩nyo̩ ñw akwo̩ra unyi akwo̩ra unyi ane̩ile̩i du,137
oñ ebram le alu ku jihofa ko̩la ñw u lo̩t ño̩ lebo̩ o̩do̩ ebram la cho̩gbo̩ me̩ta nyoke me̩gwe̩lu e̩gba ki kwo haran,116
taku ebram mu se̩rai o̩yawñ du kpai lo̩t o̩ma o̩mayewñ le̩ kpai ane̩ ku ma fiye̩ jo̩ chaka kpai amonugo one̩ ku ma ne̩ efu haran oñ ma le dufu ku ma nyane̩ ke̩nan oñ ma lewa ane̩ kenan,184
taku ebram lale gu efu ane̩ le̩ du tugbo ku ma do̩ ko̩ she̩ke̩m ugbo oli te̩re̩bint emore̩ oñ e̩gbale̩ abo ke̩nan jojane̩ le̩,125
taku jihofa kwotejugede ñw ebram oñ i kakini ugbe̩we̩ oñ omi adane̩ kide̩ ñw u tak o̩mo̩ i fubo̩ iche̩bo̩ ne ñwu jihofa ki kwotejugede ñw u le̩,143
i ño̩ kwo̩mo̩ nyugbo uwo ki do̩wo̩ olodudu be̩te̩l oñ i funyabowñ fa be̩te̩l de̩ olane̩wñ ai la de̩ olodudu o̩mo̩ i ño̩ fubo̩ iche̩bo̩ ne ñwu jihofa ge̩ tak i do̩ odu jihofa,173
tak ebram ño̩ ke̩re̩ nyule̩ to̩wo̩ o̩pata o̩gane̩ alo waa,57
ebraham dijipti,15
ukpo̩ta la dojane̩ le̩ akpa oñ ebram gwo̩ru nyijipti ki ge̩ne̩ o̩mo̩ todu ukpo̩ta akpa tabale ojane̩ le̩,104
oñ i lewatu e̩gba ki me̩ru egudu tijipti i ka ñwu se̩rai o̩yawñ kakini e̩ go mi ta omi chema kuwe̩ chonobule̩ ki chefe̩ru one̩ eju ego,134
abo ijipti fuwe̩ li fai ma aka ko̩yawñ de̩ taku ma adumi kpa ku ma la aje̩ ñw e̩ deju,85
narodube̩ kuwe̩ ki ka ke̩ cho̩mayemi todu ki nyo̩ ñw omi lo̩lawe̩ todu konugomi ki deju lugbo we̩,97
oñ i lewatu e̩gba kebram lewa ijipti abo ijipti go onobule̩ le̩ ki chefe̩reju nana,82
tak amagboji fero fowñ li oñ ma ñwulo̩wñ ñwu fero taku ma monobule̩ le̩ du le tef unyi fero,91
tak i che e̩nyo̩ ñw ebram todu owñ oñ ebram ne̩ ame̩wño̩re̩ egini kpai amokuno̩ kpai amo̩ke̩ke̩te̩ o̩ko̩ kpai amadu e̩ne̩ke̩le̩ kpai amadu onobule̩ kpai amo̩ke̩ke̩te̩ ole kpai aminyakulumi,188
taku jihofa je̩ ñw atulubo̩ elile ki lewa bu fero kpai abunyiwñ ma todu se̩rai o̩ya ebram,89
taku fero febram do̩ oñ i kakini e̩wñ chekuwe̩ che mii e̩wñ chi ke̩ ma ka ñwu mi kowñ cho̩yawe̩ n,97
e̩wñ chi kuwe̩ kakini owñ cho̩mayemi komi la mu du cho̩yami todule̩ e̩ la go o̩yawe̩ de̩ mowñ du ke̩ lo we̩,107
taku fero ñwa ñw abowñ ugbo o̩lawñ taku ma fahite̩wñ che kpai o̩yawñ kpai e̩wñ du ki ne̩,88
ebraham kpai lo̩t mudaru,24
abe̩le̩ ebram mute̩gu kwijipti alo owñ kpai o̩yawñ kpai e̩wñ du ki ne̩ lo̩t la dugbowñ ma le to̩wo̩ o̩pata o̩gane̩,114
ame̩wñ ukpa kpai ajifa kpai o̩jamalia ebram la gbe̩gbe̩,55
oñ i lule̩wñ kwo o̩pata o̩gane̩ le̩ gbogbo wa be̩te̩l tugbo kunyabowñ de̩ ejodudu le̩ agbagba be̩te̩l kpai ai,109
ugbo ubo̩ iche̩bo̩ ki ne o̩mo̩ e̩gba ejodudu le̩ o̩mo̩ ebram la do̩ odu jihofa,78
oñ lo̩t ge̩ eki lebo̩ ebram le̩ owñ ño̩ ne̩ ame̩wño̩re̩ egini kpai amokuno̩ kpai unyabo wewe,92
ane̩ le̩ la buma jo̩ ku ma bo̩lama gugu n todu e̩wñ ku ma ne̩ chenana todu abe̩le̩ ma ma neke bo̩lama gugu n,108
oñ uja chi ñw abo ku ma dejute̩ ame̩wñ ukpa ebram kpai abo ku ma dejute̩ ame̩wñ ukpa elo̩t e̩gbale̩ abo kenan kpai abo pe̩re̩z gugu ane̩ le̩,140
tak ebram ka ñwu lo̩t kakini agba uja ki dagbagba omi kpai uwe̩ n kpai agbagba abo ku ma dejute̩ ame̩wño̩re̩mi kpai abo ku ma dejute̩ ame̩wño̩re̩we̩ n todu awa cho̩maye,168
i cho̩de̩de̩ ane̩ te̩ chaka ejuwe̩i n nagbo̩ko̩be̩ ke̩ mudaru bumi te̩ iche̩wñ kuwe̩ mo̩wo̩ awohi du mak u nale to̩wo̩ awo̩to̩ i la che̩wñ ke̩ mo̩wo̩ awo̩to̩ du e̩gbale̩ nalo to̩wo̩ awohi,187
taku lo̩t chi ejuwñ nyate̩ oñ i go egbili jo̩rdan chaka ki chene̩ omiofo nyo̩nyo̩ ugbo du i dab uche̩ jihofa i dab ane̩ ijipti abu kone̩ alo to̩wo̩ zoar le̩ owñ cho̩gba taku jihofa kpa so̩do̩m kpai go̩mo̩ra bie̩,211
abe̩le̩ lo̩t megbili jo̩rdan chaka du chewñ taku lo̩t lule̩ to̩wo̩ olodudu abe̩le̩ ma mudaru bo̩lama te̩,104
ebram la gugu ane̩ kenan oñ lo̩t gugu ewo ewo egbili le̩ i la funyabowñ fa afa ño̩ fa gbogbo wa so̩do̩m,103
oñ abo so̩do̩m le̩ chaabe̩bie̩ne̩ ma chamadu jihofa re ololo,60
oñ abu ku lo̩t mudaru bo̩ te̩ jihofa ka ñw ebram kakini fai uwe̩ ki namejuwe̩ chi nyate̩ ugbo ke̩ de̩ le̩ ke̩ go o̩wo̩ o̩pata meji eji kpai o̩wo̩ olodudu kpai olane̩,165
todu ane̩ du ke̩ li le̩ uwe̩ nadu ñw u kpai ugbe̩we̩ ogbegbele̩,63
omi ache kugbe̩we̩ adabu ebutu ane̩ile̩i todabe̩le̩ iche̩wñ kone̩ neke gbaluka ebutu ane̩ile̩ maku ma neke gbaluka ugbe̩we̩ ge̩,127
kwane̩ ke̩ lule̩ gu ane̩ le̩ du o̩wo̩ ujijiwñ kpai o̩wo̩ unabe̩wñ todu uwe̩ nadu ñw u,85
tak ebram munyabowñ chi oñ i lewa gugu me̩ru oli te̩re̩bint emamre ki jo̩ he̩bro̩n le̩ tak o̩mo̩ i fubo̩ iche̩bo̩ ne ñwu jihofa,127
ogu amonu le̩ ma fu lo̩t mu lo̩t kwotane̩,41
oñ i lewatu adiko amrafe̩l onu shainar ario̩k onu e̩laser chedo̩rlaome̩r onu elam kpai taidal onu goim,102
kamonu le̩ kogu bo̩ be̩ra onu so̩do̩m kpai birsha onu go̩mo̩ra shainab onu adma kpai sheme̩be̩r onu ze̩boim kpai onu bila owñ le̩ che zoar,138
aboi chaka ko̩lama dama ef o̩go̩ sidim owñ chohimini omu,56
o̩do̩ me̩gweji ma te̩tarire̩ ñwu che̩do̩rlaome̩r tak o̩do̩ e̩ke̩gwe̩ta ma ko̩,77
